S. No.,Student Name,Student Email id,First Login Date,Active Status,Gender,Institute Name,Institute City,Institute State,Grade,Volunteer
3052,Sailesh,sailesh@gmail.com,19-02-2022,FALSE,Male,XYZ School Of Engineering,Jaipur,Rajasthan,Postgraduate,TRUE
3053,Puneeth,puneeth@gmail.com,27-04-2022,TRUE,Male,XYZ Pu College,Kanpur,Uttar Pradesh,Grade 8-12,TRUE
3054,Darshan,darshan@gmail.com,12-07-2022,TRUE,Male,XYZ Public School,Pune,Maharashtra,Grade 6-8,FALSE
3055,Yash,yash@gmail.com,16-02-2022,FALSE,Male,XYZ Public School,Surat,Gujarat,Grade 8-12,FALSE
3056,Sharwanand,sharwanand@gmail.com,27-03-2022,TRUE,Male,XYZ School Of Commerce,Agra,Uttar Pradesh,Graduate,TRUE
3057,Rana,rana@gmail.com,13-08-2022,FALSE,Male,XYZ Public School,Amritsar,Punjab,Grade 8-12,FALSE
3058,Keerthan,keertan@gmail.com,25-02-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Postgraduate,TRUE
3059,Ganapathi,ganapathi@gmail.com,28-10-2022,FALSE,Male,XYZ School Of Architecture,Patna,Bihar,Graduate,TRUE
3060,Kumar,kumar@gmail.com,19-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Thiruvanantapuram,Kerala,Graduate,FALSE
3061,Harish,harish@gmail.com,10-06-2022,FALSE,Male,XYZ Public School,Patna,Bihar,Grade 6-8,FALSE
3062,Naveen,naveen@gmail.com,13-03-2022,TRUE,Male,XYZ School Of Lifeskills,Hyderabad,Telangana,Postgraduate,TRUE
3063,Manashwitha,manu@gmail.com,23-02-2022,TRUE,Female,XYZ School Of Engineering,Bengaluru,Karnataka,Professional,TRUE
3064,Sahana,sahana@gmail.com,12-06-2022,TRUE,Female,XYZ School Of Lifeskills,Mumbai,Maharashtra,Others,TRUE
3065,Varsha,varsha@gmail.com,14-05-2022,FALSE,Female,XYZ School Of Lifeskills,Delhi,Delhi,Postgraduate,FALSE
3066,Smrithi,smrithi@gmail.com,04-06-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Agra,Uttar Pradesh,Graduate,TRUE
3067,Sujitha,sujitha@gmail.com,14-06-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Surat,Gujarat,Graduate,FALSE
3068,Vishwa,vishwa@gmail.com,26-09-2022,TRUE,Male,XYZ Pu College,Agra,Uttar Pradesh,Postgraduate,TRUE
3069,Hari,hari@gmail.com,07-02-2022,TRUE,Male,XYZ Public School,Surat,Gujarat,Grade 6-8,FALSE
3070,Rakesh,rakesh@gmail.com,30-05-2022,TRUE,Male,XYZ School Of Law,Delhi,Delhi,Graduate,TRUE
3071,Satyaraj,satyaraj@gmail.com,17-03-2022,FALSE,Male,XYZ Public School,Mysore,Karnataka,Grade 6-8,FALSE
3072,Vaishnav,vaishnav@gmail.com,10-04-2022,TRUE,Male,XYZ Public School,Patna,Bihar,Grade 6-8,TRUE
3073,Nagesh,nagesh@gmail.com,08-03-2022,FALSE,Male,XYZ School Of Engineering,Amritsar,Punjab,Graduate,TRUE
3074,Amit,amit@gmail.com,22-03-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Professional,FALSE
3075,Ganesh,ganesh@gmail.com,27-02-2022,FALSE,Male,XYZ School Of Commerce,Agra,Uttar Pradesh,Graduate,TRUE
3076,Trinay,trinay@gmail.com,20-08-2022,TRUE,Male,XYZ School Of Law,Surat,Gujarat,Graduate,FALSE
3077,Avesh,avesh@gmail.com,23-05-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Pune,Maharashtra,Professional,FALSE
3078,Anil,anil@gmail.com,30-03-2022,FALSE,Male,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,FALSE
3079,Ameesha,ameesha@gmail.com,25-10-2022,TRUE,Female,XYZ School Of Lifeskills,Thiruvanantapuram,Kerala,Graduate,FALSE
3080,Amrutha,amrutha@gmail.com,08-08-2022,TRUE,Female,XYZ Public School,Delhi,Delhi,Graduate,TRUE
3081,Akila,akila@gmail.com,29-08-2022,TRUE,Female,XYZ Public School,Agra,Uttar Pradesh,Grade 6-8,FALSE
3082,Anusha,anusha@gmail.com,06-10-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Bengaluru,Karnataka,Graduate,FALSE
3083,Anuja,anuja@gmail.com,17-10-2022,TRUE,Female,XYZ Public School,Thiruvanantapuram,Kerala,Grade 8-12,FALSE
3084,Ashwini,ashwini@gmail.com,02-06-2022,FALSE,Female,XYZ School Of Commerce,Chennai,Tamil Nadu,Graduate,FALSE
3085,Anushree,anushree@gmail.com,14-10-2022,FALSE,Female,XYZ Public School,Hyderabad,Telangana,Grade 6-8,FALSE
3086,Bhargavi,bhargavi@gmail.com,20-08-2022,FALSE,Female,XYZ School Of Commerce,Kolkata,West Bengal,Postgraduate,FALSE
3087,Bhavya,bhavya@gmail.com,15-02-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Lucknow,Uttar Pradesh,Graduate,FALSE
3088,Bhavna,bhavna@gmail.com,17-04-2022,FALSE,Female,XYZ Pu College,Surat,Gujarat,Professional,FALSE
3089,Brunda,brunda@gmail.com,14-08-2022,FALSE,Female,XYZ School Of Commerce,Kanpur,Uttar Pradesh,Graduate,FALSE
3090,Bhoomika,bhoomika@gmail.com,04-03-2022,TRUE,Female,XYZ School Of Law,Thiruvanantapuram,Kerala,Graduate,TRUE
3091,Charitha,charitha@gmail.com,17-06-2022,TRUE,Female,XYZ School Of Commerce,Jaipur,Rajasthan,Professional,TRUE
3092,Deekshitha,deekshitha@gmail.com,07-09-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Allahabad,Uttar Pradesh,Professional,TRUE
3093,Devna,devna@gmail.com,13-07-2022,TRUE,Female,XYZ School Of Commerce,Patna,Bihar,Postgraduate,TRUE
3094,Devi,devi@gmail.com,14-05-2022,TRUE,Female,XYZ Public School,Lucknow,Uttar Pradesh,Grade 8-12,FALSE
3095,Alia,alia@gmail.com,29-07-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Agra,Uttar Pradesh,Graduate,TRUE
3096,Rishabh,rishabh@gmail.com,17-07-2022,TRUE,Male,XYZ School Of Law,Bengaluru,Karnataka,Professional,TRUE
3097,Karan,karan@gmail.com,07-10-2022,FALSE,Male,XYZ School Of Law,Chennai,Tamil Nadu,Others,TRUE
3098,Priyanka,priyanka@gmail.com,23-05-2022,FALSE,Female,XYZ Pu College,Lucknow,Uttar Pradesh,Grade 8-12,FALSE
3099,Ishaan,ishaan@gmail.com,07-07-2022,TRUE,Male,XYZ Pu College,Kolkata,West Bengal,Postgraduate,TRUE
3100,Poojitha,poojitha@gmail.com,25-02-2022,TRUE,Female,XYZ Public School,Hyderabad,Telangana,Grade 8-12,TRUE
3101,Gopi,gopi@gmail.com,22-06-2022,TRUE,Male,XYZ School Of Law,Mysore,Karnataka,Professional,FALSE
3102,Deepak,deepak@gmail.com,02-07-2022,TRUE,Male,XYZ School Of Architecture,Allahabad,Uttar Pradesh,Graduate,TRUE
3103,Girish,girish@gmail.com,18-09-2022,FALSE,Male,XYZ School Of Engineering,Mumbai,Maharashtra,Others,TRUE
3104,Harshini,harshini@gmail.com,30-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Delhi,Delhi,Postgraduate,TRUE
3105,Ganga,ganga@gmail.com,06-04-2022,FALSE,Female,XYZ School Of Commerce,Bengaluru,Karnataka,Professional,FALSE
3106,Geethanjali,geethanjali@gmail.com,20-09-2022,TRUE,Female,XYZ School Of Law,Bengaluru,Karnataka,Postgraduate,FALSE
3107,Gopika,gopika@gmail.com,16-08-2022,FALSE,Female,XYZ School Of Law,Agra,Uttar Pradesh,Postgraduate,FALSE
3108,Harika,harika@gmail.com,30-09-2022,TRUE,Female,XYZ Pu College,Surat,Gujarat,Grade 8-12,FALSE
3109,Hasini,hasini@gmail.com,07-10-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Amritsar,Punjab,Others,TRUE
3110,Indu,indu@gmail.com,13-05-2022,TRUE,Female,XYZ School Of Engineering,Allahabad,Uttar Pradesh,Others,TRUE
3111,Sankalp,sankalp@gmail.com,11-10-2022,FALSE,Male,XYZ School Of Architecture,Noida,Uttar Pradesh,Graduate,TRUE
3112,Guru,guru@gmail.com,26-06-2022,TRUE,Male,XYZ School Of Law,Kanpur,Uttar Pradesh,Professional,TRUE
3113,Prasad,prasad@gmail.com,20-04-2022,FALSE,Male,XYZ Public School,Bengaluru,Karnataka,Grade 8-12,TRUE
3114,Kushal,kushal@gmail.com,19-08-2022,FALSE,Male,XYZ School Of Architecture,Pune,Maharashtra,Graduate,TRUE
3115,Sailaja,sailaja@gmail.com,24-07-2022,FALSE,Female,XYZ School Of Management Studies,Bengaluru,Karnataka,Graduate,TRUE
3116,Lakshmi,lakshmi@gmail.com,22-02-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Chennai,Tamil Nadu,Graduate,TRUE
3117,Rajesh,rajesh@gmail.com,28-05-2022,TRUE,Male,XYZ Public School,Mumbai,Maharashtra,Grade 6-8,FALSE
3118,Sushmitha,sushmitha@gmail.com,27-06-2022,FALSE,Female,XYZ School Of Lifeskills,Pune,Maharashtra,Others,FALSE
3119,Shruthi,shruthi@gmail.com,17-07-2022,TRUE,Female,XYZ School Of Architecture,Kolkata,West Bengal,Graduate,FALSE
3120,Renuka,renuka@gmail.com,22-05-2022,TRUE,Female,XYZ Public School,Pune,Maharashtra,Grade 8-12,TRUE
3121,Kruthika,kruthika@gmail.com,12-08-2022,TRUE,Female,XYZ Public School,Thiruvanantapuram,Kerala,Grade 8-12,FALSE
3122,Vimal,vimal@gmail.com,11-02-2022,TRUE,Male,XYZ Pu College,Bengaluru,Karnataka,Grade 8-12,FALSE
3123,Ajay,ajay@gmail.com,17-10-2022,TRUE,Male,XYZ School Of Management Studies,Chennai,Tamil Nadu,Professional,TRUE
3124,Akshay,akshay@gmail.com,05-07-2022,TRUE,Male,XYZ School Of Engineering,Thiruvanantapuram,Kerala,Graduate,FALSE
3125,Anand,anand@gmail.com,17-10-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Hyderabad,Telangana,Others,FALSE
3126,Keerthana,keerthana@gmail.com,21-04-2022,FALSE,Female,XYZ School Of Law,Pune,Maharashtra,Graduate,TRUE
3127,Anjali,anjali@gmail.com,25-05-2022,FALSE,Female,XYZ School Of Engineering,Mumbai,Maharashtra,Graduate,TRUE
3128,Mahesh,mahesh@gmail.com,20-03-2022,TRUE,Male,XYZ School Of Engineering,Kolkata,West Bengal,Postgraduate,TRUE
3129,Alekhya,alekhya@gmail.com,01-05-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Delhi,Delhi,Postgraduate,FALSE
3130,Nishitha,nishitha@gmail.com,26-06-2022,FALSE,Female,XYZ School Of Law,Surat,Gujarat,Professional,FALSE
3131,Manoj,manoj@gmail.com,06-10-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Thiruvanantapuram,Kerala,Postgraduate,FALSE
3132,Abhinandan,abhi@gmail.com,02-09-2022,TRUE,Male,XYZ School Of Architecture,Bengaluru,Karnataka,Graduate,TRUE
3133,Abhishek,abhishek@gmail.com,10-10-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Lucknow,Uttar Pradesh,Postgraduate,FALSE
3134,Sheela,sheela@gmail.com,23-09-2022,TRUE,Female,XYZ School Of Architecture,Kanpur,Uttar Pradesh,Graduate,TRUE
3135,Geetha,geetha@gmail.com,01-05-2022,FALSE,Female,XYZ School Of Engineering,Noida,Uttar Pradesh,Professional,TRUE
3136,Bharat,bharat@gmail.com,03-06-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Jaipur,Rajasthan,Professional,TRUE
3137,Vishnu,vishnu@gmail.com,13-04-2022,TRUE,Male,XYZ Pu College,Bengaluru,Karnataka,Graduate,FALSE
3138,Sumanth,sumanth@gmail.com,07-03-2022,TRUE,Male,XYZ Public School,Mumbai,Maharashtra,Postgraduate,TRUE
3139,Suraj,suraj@gmail.com,07-02-2022,FALSE,Male,XYZ School Of Commerce,Delhi,Delhi,Graduate,TRUE
3140,Nithin,nithin@gmail.com,05-04-2022,FALSE,Male,XYZ School Of Commerce,Noida,Uttar Pradesh,Graduate,FALSE
3141,Padma,padma@gmail.com,03-03-2022,TRUE,Female,XYZ Public School,Kolkata,West Bengal,Grade 8-12,TRUE
3142,Sita,sita@gmail.com,13-06-2022,FALSE,Female,XYZ Public School,Lucknow,Uttar Pradesh,Grade 6-8,FALSE
3143,Krishna,krishna@gmail.com,02-06-2022,FALSE,Male,XYZ School Of Engineering,Chennai,Tamil Nadu,Graduate,TRUE
3144,Parvathi,parvathi@gmail.com,04-04-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Hyderabad,Telangana,Postgraduate,TRUE
3145,Ved Pramsu,vpramsu@gmail.com,24-03-2022,TRUE,Male,XYZ School Of Commerce,Bengaluru,Karnataka,Others,TRUE
3146,Kripal Mehul,kmehul@gmail.com,26-04-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Kanpur,Uttar Pradesh,Graduate,FALSE
3147,Jihan Purumitra Semerkant,jpurumitra@gmail.com,26-03-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Tirunelveli,Tamil Nadu,Postgraduate,FALSE
3148,Vipul Varati,vvarati@gmail.com,21-07-2022,TRUE,Male,XYZ School Of Law,Mumbai,Maharashtra,Others,TRUE
3149,Gopan Pullela,gpullela@gmail.com,03-04-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Bhilai Nagar,Chhattisgarh,Graduate,FALSE
3150,Atre Omkar,aomkar@gmail.com,04-02-2022,FALSE,Male,XYZ School Of Lifeskills,Rae Bareli,Uttar Pradesh,Postgraduate,FALSE
3151,Ratnabali Meyappan,rmeyappan@gmail.com,22-03-2022,FALSE,Female,XYZ Pu College,Vellore,Tamil Nadu,Graduate,TRUE
3152,Hafiza Vajipeyajula,hvajipeyajula@gmail.com,04-08-2022,FALSE,Female,XYZ Public School,Vellore,Tamil Nadu,Grade 6-8,FALSE
3153,Anbuchelvan Musunur,amusunur@gmail.com,24-10-2022,FALSE,Male,XYZ School Of Engineering,Coimbatore,Tamil Nadu,Graduate,TRUE
3154,Rituparan Ubriani,rubriani@gmail.com,13-02-2022,TRUE,Male,XYZ School Of Management Studies,Aligarh,Uttar Pradesh,Postgraduate,TRUE
3155,Chanchal Haryadi,charyadi@gmail.com,29-09-2022,TRUE,Male,XYZ School Of Lifeskills,Bhopal,Madhya Pradesh,Graduate,TRUE
3156,Geeti Saurin,gsaurin@gmail.com,09-05-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Others,TRUE
3157,Bhagyalakshmi Jetashri Neelakantachar,bjetashri@gmail.com,14-05-2022,TRUE,Female,XYZ Public School,Rae Bareli,Uttar Pradesh,Grade 6-8,FALSE
3158,Tapti Rewari,trewari@gmail.com,10-03-2022,TRUE,Female,XYZ Public School,Balaghat,Madhya Pradesh,Grade 6-8,FALSE
3159,Mitul Trigun Ganguly,mtrigun@gmail.com,20-08-2022,TRUE,Male,XYZ School Of Law,Ahmedabad,Gujarat,Graduate,TRUE
3160,Madhukanta Khanderia,mkhanderia@gmail.com,04-08-2022,TRUE,Male,XYZ Pu College,New Delhi,Delhi,Graduate,FALSE
3161,Serena Pasapuleti,spasapuleti@gmail.com,14-04-2022,FALSE,Female,XYZ Public School,Ahmedabad,Gujarat,Grade 8-12,FALSE
3162,Atre Omkar,aomkar@gmail.com,25-10-2022,TRUE,Male,XYZ School Of Management Studies,Lucknow,Uttar Pradesh,Postgraduate,FALSE
3163,Aboil Bhatti,abhatti@gmail.com,12-04-2022,TRUE,Female,XYZ Public School,New Delhi,Delhi,Grade 6-8,FALSE
3164,Sukhdev Garlanka,sgarlanka@gmail.com,01-05-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Rae Bareli,Uttar Pradesh,Graduate,FALSE
3165,Nikhilesh Probal,nprobal@gmail.com,16-10-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bhopal,Madhya Pradesh,Professional,TRUE
3166,Aslesha Yamini,ayamini@gmail.com,17-04-2022,TRUE,Female,XYZ Public School,Balaghat,Madhya Pradesh,Grade 6-8,TRUE
3167,Eshwar Sinduvalli,esinduvalli@gmail.com,14-03-2022,FALSE,Male,XYZ School Of Law,Jaipur,Rajasthan,Graduate,TRUE
3168,Changuna Gutala,cgutala@gmail.com,08-08-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Jamnagar,Gujarat,Others,FALSE
3169,Ramakanta Veera Naidoo,rveera@gmail.com,08-05-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Agra,Uttar Pradesh,Graduate,TRUE
3170,Vasuman Mageshkumar,vmageshkumar@gmail.com,12-07-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Bhubaneswar,Odisha,Professional,FALSE
3171,Sanwari Prashun,sprashun@gmail.com,09-09-2022,FALSE,Female,XYZ School Of Engineering,Vadodara,Gujarat,Others,TRUE
3172,Sita Krishnamma,skrishnamma@gmail.com,25-06-2022,TRUE,Female,XYZ Public School,Tirunelveli,Tamil Nadu,Grade 8-12,TRUE
3173,Smarajit Prasenjit,sprasenjit@gmail.com,12-02-2022,FALSE,Male,XYZ School Of Engineering,Allahabad,Uttar Pradesh,Professional,TRUE
3174,Gayatri Sreekanthan,gsreekanthan@gmail.com,01-09-2022,FALSE,Female,XYZ School Of Management Studies,Bhilai Nagar,Chhattisgarh,Postgraduate,TRUE
3175,Punarnava Randeep,prandeep@gmail.com,01-10-2022,FALSE,Female,XYZ Pu College,Tirunelveli,Tamil Nadu,Postgraduate,TRUE
3176,Sashi Chippada,schippada@gmail.com,02-10-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Bharatpur,Rajasthan,Postgraduate,FALSE
3177,Tusharsuvra Kanvar Kaisth,tkanvar@gmail.com,19-04-2022,FALSE,Male,XYZ Public School,Madurai,Tamil Nadu,Grade 6-8,FALSE
3178,Pramada Vuppula,pvuppula@gmail.com,22-09-2022,TRUE,Female,XYZ Public School,New Delhi,Delhi,Grade 8-12,TRUE
3179,Sushrut Milan,smilan@gmail.com,08-09-2022,TRUE,Male,XYZ Public School,Ajmer,Rajasthan,Grade 8-12,TRUE
3180,Manjusri Privrata,mprivrata@gmail.com,17-06-2022,FALSE,Female,XYZ School Of Commerce,Meerut,Uttar Pradesh,Graduate,TRUE
3181,Sushrut Milan,smilan@gmail.com,21-02-2022,FALSE,Male,XYZ School Of Commerce,Nashik,Maharashtra,Graduate,FALSE
3182,Eshwar Sinduvalli,esinduvalli@gmail.com,08-07-2022,TRUE,Male,XYZ School Of Architecture,Sambalpur,Odisha,Postgraduate,FALSE
3183,Ishwar Somendra,isomendra@gmail.com,14-08-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Agra,Uttar Pradesh,Graduate,TRUE
3184,Basudha Poola,bpoola@gmail.com,02-06-2022,TRUE,Male,XYZ Public School,Dhenkanal,Odisha,Grade 8-12,TRUE
3185,Madhusudan Ramchander,mramchander@gmail.com,26-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Kanpur,Uttar Pradesh,Graduate,TRUE
3186,Jaishree Rabinder,jrabinder@gmail.com,06-10-2022,TRUE,Female,XYZ Public School,Vellore,Tamil Nadu,Grade 8-12,TRUE
3187,Bankebihari Monica,bmonica@gmail.com,18-07-2022,FALSE,Male,XYZ School Of Management Studies,Nagpur,Maharashtra,Graduate,TRUE
3188,Deviprasad Pavithran,dpavithran@gmail.com,17-04-2022,TRUE,Male,XYZ School Of Engineering,Thiruvananthapuram,Kerala,Graduate,TRUE
3189,Hafiza Vajipeyajula,hvajipeyajula@gmail.com,14-03-2022,TRUE,Female,XYZ Pu College,Wardha,Maharashtra,Graduate,TRUE
3190,Upamanyu Subbarayudu,usubbarayudu@gmail.com,24-06-2022,FALSE,Male,XYZ School Of Engineering,Agra,Uttar Pradesh,Graduate,FALSE
3191,Tanima Nitya Shamir,tnitya@gmail.com,27-06-2022,TRUE,Female,XYZ Public School,Lucknow,Uttar Pradesh,Grade 6-8,FALSE
3192,Nutan Lahan,nlahan@gmail.com,09-02-2022,TRUE,Female,XYZ Public School,Pune,Maharashtra,Grade 8-12,FALSE
3193,Hirkani Konkipudi,hkonkipudi@gmail.com,07-07-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Graduate,FALSE
3194,Tusharsuvra Kanvar Kaisth,tkanvar@gmail.com,06-04-2022,TRUE,Male,XYZ School Of Dental And Medical Science,Bhubaneswar,Odisha,Professional,FALSE
3195,Namrata Marichi Neel,nmarichi@gmail.com,25-06-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Balaghat,Madhya Pradesh,Graduate,TRUE
3196,Shyamal Agarwal,sagarwal@gmail.com,12-07-2022,FALSE,Male,XYZ Public School,Varanasi,Uttar Pradesh,Grade 8-12,TRUE
3197,Akshit Mallya,amallya@gmail.com,13-06-2022,TRUE,Male,XYZ School Of Engineering,Ajmer,Rajasthan,Postgraduate,TRUE
3198,Thumri Surina Viswanathan,tsurina@gmail.com,26-10-2022,TRUE,Female,XYZ Public School,Jodhpur,Rajasthan,Postgraduate,FALSE
3199,Suranjana Gala,sgala@gmail.com,11-06-2022,FALSE,Female,XYZ School Of Applied Sciences And Research,Kanpur,Uttar Pradesh,Postgraduate,TRUE
3200,Tripuri Parthasarathy,tparthasarathy@gmail.com,03-03-2022,FALSE,Female,XYZ School Of Lifeskills,Bharatpur,Rajasthan,Graduate,TRUE
3201,Trupti Sashti,tsashti@gmail.com,08-06-2022,FALSE,Female,XYZ School Of Dental And Medical Science,Bhubaneswar,Odisha,Graduate,TRUE
3202,Serena Pasapuleti,spasapuleti@gmail.com,03-03-2022,FALSE,Female,XYZ Pu College,Raipur,Chhattisgarh,Grade 8-12,TRUE
3203,Bhairav Kodumudi,bkodumudi@gmail.com,15-05-2022,FALSE,Male,XYZ School Of Engineering,Coimbatore,Tamil Nadu,Professional,TRUE
3204,Vinay Poola,vpoola@gmail.com,16-10-2022,FALSE,Male,XYZ School Of Architecture,Dhenkanal,Odisha,Graduate,FALSE
3205,Khushal Srijata,ksrijata@gmail.com,29-04-2022,FALSE,Male,XYZ School Of Management Studies,Coimbatore,Tamil Nadu,Professional,FALSE
3206,Ibhanan Chandrasekaran,ichandrasekaran@gmail.com,18-10-2022,TRUE,Male,XYZ School Of Commerce,Aligarh,Uttar Pradesh,Postgraduate,TRUE
3207,Binata Satyavati,bsatyavati@gmail.com,26-07-2022,FALSE,Female,XYZ Pu College,New Delhi,Delhi,Grade 8-12,TRUE
3208,Suryabhan Makhija,smakhija@gmail.com,07-07-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Bhilai Nagar,Chhattisgarh,Graduate,FALSE
3209,Ashima Sangodkar,asangodkar@gmail.com,09-09-2022,FALSE,Female,XYZ School Of Law,Porbandar,Gujarat,Graduate,TRUE
3210,Suryakanta Revathi,srevathi@gmail.com,08-06-2022,TRUE,Male,XYZ School Of Applied Sciences And Research,Mumbai,Maharashtra,Graduate,FALSE
3211,Suniti Dosanjh,sdosanjh@gmail.com,11-02-2022,TRUE,Female,XYZ Pu College,Bikaner,Rajasthan,Grade 8-12,TRUE
3212,Dulari Pushkar,dpushkar@gmail.com,28-05-2022,FALSE,Female,XYZ Public School,Wardha,Maharashtra,Grade 6-8,FALSE
3213,Mausumi Raghunandan,mraghunandan@gmail.com,23-04-2022,TRUE,Female,XYZ Pu College,Bikaner,Rajasthan,Grade 8-12,TRUE
3214,Dulari Pushkar,dpushkar@gmail.com,02-06-2022,FALSE,Female,XYZ School Of Law,Nagpur,Maharashtra,Graduate,TRUE
3215,Dharmesh Sathasivam,dsathasivam@gmail.com,29-10-2022,FALSE,Male,XYZ School Of Architecture,Indore,Madhya Pradesh,Professional,FALSE
3216,Rekha Sahni,rsahni@gmail.com,12-04-2022,TRUE,Female,XYZ School Of Dental And Medical Science,Jabalpur,Madhya Pradesh,Postgraduate,FALSE
3217,Husna Chittibabu,hchittibabu@gmail.com,26-09-2022,TRUE,Female,XYZ School Of Law,Gwalior,Madhya Pradesh,Graduate,FALSE
3218,Tapti Rewari,trewari@gmail.com,14-05-2022,TRUE,Female,XYZ School Of Engineering,Ahmednagar,Maharashtra,Others,TRUE
3219,Ekanga Jagder,ejagder@gmail.com,19-03-2022,FALSE,Male,XYZ School Of Engineering,Cuttack,Odisha,Professional,TRUE
3220,Gangesh Thommana,gthommana@gmail.com,21-09-2022,TRUE,Male,XYZ Public School,Agra,Uttar Pradesh,Grade 6-8,TRUE
3221,Aftab Mitul,amitul@gmail.com,03-02-2022,FALSE,Male,XYZ Public School,Indore,Madhya Pradesh,Grade 6-8,TRUE
3222,Vedavrata Kirmani,vkirmani@gmail.com,19-07-2022,TRUE,Male,XYZ School Of Management Studies,Kanpur,Uttar Pradesh,Professional,FALSE
3223,Shaili Pankajakshan,spankajakshan@gmail.com,17-06-2022,TRUE,Female,XYZ Pu College,Bikaner,Rajasthan,Grade 8-12,FALSE
3224,Syamantak Santanu,ssantanu@gmail.com,30-03-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Aligarh,Uttar Pradesh,Postgraduate,FALSE
3225,Jugnu Ramprakesh,jramprakesh@gmail.com,07-08-2022,FALSE,Male,XYZ Public School,Pune,Maharashtra,Grade 8-12,FALSE
3226,Maheepati Shailesh,mshailesh@gmail.com,17-10-2022,FALSE,Male,XYZ School Of Applied Sciences And Research,Nashik,Maharashtra,Graduate,FALSE
3227,Vidyut Tejeshwar Ranhotra,vtejeshwar@gmail.com,15-02-2022,FALSE,Male,XYZ Public School,Thiruvananthapuram,Kerala,Grade 8-12,FALSE
3228,Tarit Manjunath,tmanjunath@gmail.com,24-05-2022,FALSE,Male,XYZ Public School,Balaghat,Madhya Pradesh,Grade 8-12,TRUE
3229,Mamata Esha Vajpeyi,mesha@gmail.com,02-06-2022,FALSE,Female,XYZ School Of Architecture,Dhenkanal,Odisha,Postgraduate,TRUE
3230,Toshan Raven,traven@gmail.com,20-06-2022,FALSE,Male,XYZ School Of Dental And Medical Science,Delhi,Delhi,Postgraduate,TRUE
3231,Anamika Raychaudhari,araychaudhari@gmail.com,15-03-2022,FALSE,Female,XYZ School Of Law,Rae Bareli,Uttar Pradesh,Postgraduate,FALSE
3232,Medini Pals,mpals@gmail.com,15-08-2022,FALSE,Female,XYZ School Of Lifeskills,Ahmedabad,Gujarat,Others,TRUE
3233,Simrit Jinturkar,sjinturkar@gmail.com,27-04-2022,TRUE,Female,XYZ School Of Applied Sciences And Research,Allahabad,Uttar Pradesh,Others,FALSE
